id,ra,dec,mag
2683,198.1762417,7.8725551,13.678
2684,35.8979860,-42.9698955,12.831
2685,211.8840365,-25.2365039,15.073
2686,140.0755884,-24.2364059,15.802
2687,180.4724034,24.0147911,12.080
2688,44.9386908,29.3888991,9.967
2689,128.6056764,47.3646870,17.154
2690,118.2767606,26.4690065,8.305
2691,116.6644230,-66.6708060,17.222
2692,220.2077192,24.3272625,12.088
2693,175.7787519,72.4622217,17.223
2694,302.2579625,10.3117051,17.293
2695,349.0165411,39.4503692,17.248
2696,287.1475071,80.6039578,14.104
2697,348.8469491,70.5789721,8.742
2698,80.1500518,27.3586924,9.258
2699,163.7162607,36.9668339,11.196
2700,320.7966630,35.2459035,11.316
2701,240.8981905,-19.2273346,15.929
2702,50.5219314,-0.4176655,15.693
2703,206.3985521,31.2649961,14.790
2704,100.8424365,-52.3961058,9.612
2705,156.6604714,-58.3646510,15.578
2706,44.7074532,74.1234538,15.736
2707,36.6943270,23.2455772,16.462
2708,330.7418516,-32.0514200,12.636
2709,116.3180094,-75.5109606,13.301
2710,143.8496893,32.4337421,9.037
2711,193.8289181,36.3248620,16.652
2712,124.0602191,6.5109404,12.014
2713,313.6478257,-40.4617066,15.824
2714,330.2457108,48.9824617,17.117
2715,327.8573821,14.7305201,11.007
2716,195.5436412,-30.8934746,9.422
2717,114.9022188,-28.5960852,16.721
2718,139.0649681,-72.7868832,10.852
2719,127.7352430,-11.3202927,16.135
2720,11.5405889,30.3044744,17.126
2721,164.8703347,43.8448559,10.852
2722,343.3245861,-11.6024936,16.705
2723,218.9200640,79.0730896,11.735
2724,233.2668578,38.7146764,8.726
2725,153.3770259,-45.0288400,17.655
2726,248.0135727,-42.8627920,10.022
2727,308.6178161,42.7489336,11.481
2728,162.7198258,25.1420251,14.037
2729,181.0461541,54.0480004,12.787
2730,150.7414071,38.8146869,10.538
2731,44.7394484,-20.6919299,12.681
2732,25.6055157,0.9878059,12.950
2733,310.7622921,-51.0807187,10.302
2734,75.5860891,62.8470476,15.397
2735,21.7898496,46.6210700,11.584
2736,258.8001827,47.8228186,12.484
2737,151.5077635,57.0202204,9.671
2738,281.3205378,-52.5258110,8.441
2739,62.0106219,-26.3441821,12.357
2740,82.5781762,11.7001479,15.311
2741,70.1731353,10.8436566,8.739
2742,147.8864284,7.8975303,15.391
2743,355.0796929,-28.3243976,15.950
2744,205.3117570,-11.3133864,10.160
2745,83.4349714,23.6852710,16.605
2746,327.7565873,19.0526685,13.752
2747,311.3572878,-3.2088243,9.833
2748,309.2209367,-66.9660780,8.099
2749,80.2114656,-6.5787334,16.627
2750,272.6807260,-62.8626524,11.725
2751,201.0440679,17.9519467,13.382
2752,268.6293251,-18.6311042,17.665
2753,286.1828515,3.0869129,10.149
2754,97.2733353,-32.4679693,10.844
2755,113.1790090,47.9988361,10.132
2756,90.2081882,-11.3431897,10.223
2757,201.2159764,20.4142934,11.452
2758,290.5830448,7.9510250,14.615
2759,321.0370632,-55.1415327,15.214
2760,343.5045760,-64.0927192,16.508
2761,124.5643955,18.1238256,17.239
2762,4.0765123,13.2545639,14.614
2763,308.7527360,50.3874147,13.062
2764,204.7495881,64.0430239,8.232
2765,13.9144159,-28.1108819,13.497
2766,311.1517345,-13.6252516,12.901
2767,355.7824633,23.7525799,8.678
2768,247.4279574,34.3617803,15.318
2769,9.2341257,-18.9649811,10.525
2770,16.2970806,-40.2099930,8.918
2771,53.0085443,-3.3961761,8.543
2772,341.8680553,55.3059316,16.736
2773,50.3623989,-36.0534564,15.193
2774,120.7434544,33.4308897,10.292
2775,58.0635212,-18.8113520,15.275
2776,206.6890451,-49.4926659,10.496
2777,62.4056887,-24.4918776,15.572
2778,170.0562622,28.0981873,14.799
2779,186.6241190,32.1502775,10.049
2780,325.2169828,-48.7693946,9.790
2781,55.1635851,-71.6700436,12.787
2782,247.1567084,18.5334248,9.721
2783,212.2818904,-33.5865735,14.854
2784,71.7665614,16.3278661,11.474
2785,310.0934120,-14.3582274,11.909
2786,176.6747283,46.0614024,13.236
2787,250.4489412,-8.8881222,12.624
2788,59.0672601,-33.1292348,15.789
2789,325.2803331,-42.1134235,10.798
2790,3.4299797,-16.0650884,9.548
2791,342.7718227,-35.3293751,11.275
2792,151.2696267,6.5189039,11.665
2793,168.2530175,-55.1720536,14.358
2794,29.9076985,-15.7857637,13.588
2795,116.0617823,-10.4105988,14.944
2796,0.8514098,1.3387787,10.862
2797,261.2029706,-20.9106932,17.678
2798,54.6007715,-62.9064538,11.005
2799,103.2537278,-49.0490179,14.871
2800,327.2600051,-12.0534885,11.177
2801,351.6923173,-23.1141383,8.664
2802,212.1228886,44.5536566,15.309
2803,355.5595012,-23.7917259,9.839
2804,321.5557512,37.9162559,16.443
2805,127.0551066,-4.0014836,13.082
2806,45.9897664,-25.1679877,17.690
2807,100.5802784,50.7956957,17.434
2808,72.8558441,74.0635692,8.270
2809,329.7214213,20.6448718,11.172
2810,140.7097234,1.6622789,13.976
2811,337.0281657,-10.8125770,12.146
2812,15.8212889,70.7737537,11.216
2813,346.1077932,25.2720346,9.206
2814,359.4098472,33.3825666,16.969
2815,187.1977893,-47.3847969,17.594
2816,310.6103264,13.4520176,9.980
2817,214.6221966,58.9831588,14.510
2818,97.9236395,13.6143338,13.576
2819,275.6582725,-59.4257457,11.883
2820,339.3425019,47.4482450,9.298
2821,71.1997415,-40.8707988,10.201
2822,63.8542069,-23.8107912,11.060
2823,248.4637061,14.1419091,11.266
2824,163.1821088,70.1172123,9.639
2825,328.1203265,-30.1731283,13.077
2826,72.3330947,-58.4693038,11.529
2827,91.7357595,38.8586244,17.581
2828,263.7257477,32.0209863,15.648
2829,55.5699155,7.1971599,9.372
2830,142.2745845,11.5792514,13.340
2831,146.8566885,43.2124967,15.813
2832,151.8322663,6.4692485,14.568
2833,36.5756484,-6.5035501,9.537
2834,351.4085605,-36.4246647,12.681
2835,283.5490665,-18.1657992,9.088
2836,159.1283665,61.9524446,13.242
2837,151.3174212,-64.4866459,13.429
2838,15.3233761,-34.2987366,14.727
2839,124.0061243,-45.6645577,8.227
2840,261.0355749,-75.0357648,15.390
2841,201.1594983,64.1847007,11.428
2842,85.3197615,72.9647374,17.787
2843,166.9812178,-9.5429069,9.049
2844,347.3811315,-10.0331010,13.482
2845,224.9671185,-35.2517720,10.567
2846,129.4908691,12.3807452,17.463
2847,171.4846094,17.2322365,8.632
2848,137.0656577,-14.2414542,15.249
2849,146.4096722,12.8867235,12.317
2850,211.7765269,-74.2257953,13.928
2851,66.5586750,-33.9545211,12.787
2852,157.7415296,-25.1516310,9.300
2853,250.4942347,31.6242403,16.697
2854,91.7620278,-51.5047085,12.347
2855,330.7663938,51.5755966,13.252
2856,183.6340361,31.9500625,15.963
2857,318.8964817,-77.4882412,9.490
2858,183.9188240,7.9074089,16.358
2859,254.1903279,60.7238607,11.874
2860,221.8406204,-69.0132884,13.690
2861,185.8908555,42.0961541,11.753
2862,69.9484036,-55.8096771,15.706
2863,310.0691137,-59.2655459,14.424
2864,266.4164189,-44.4135745,13.819
2865,292.8109025,-27.6366725,12.804
2866,155.4411382,-53.3540338,11.611
2867,302.7054422,-20.5713203,17.155
2868,207.2058856,-23.6357300,14.944
2869,172.6989302,35.0432720,11.415
2870,33.2896657,27.3294030,14.225
2871,199.1707228,22.0784506,9.277
2872,85.4926204,17.8449900,17.244
2873,268.2735668,-15.3123670,15.705
2874,108.1089344,-61.3829390,17.623
2875,284.3863759,3.0986304,9.580
2876,62.8199941,18.1017709,14.287
2877,27.1471876,-0.4867660,9.027
2878,356.6517837,66.6324206,14.110
2879,22.6072823,46.3260599,11.212
2880,179.9241993,-6.4911670,16.309
2881,312.1063044,-12.7669055,10.611
2882,88.6986217,-34.1524968,9.219
2883,21.8492539,-1.1537632,16.503
2884,76.0995749,51.7842610,16.995
2885,80.2135722,-61.5205972,10.695
2886,121.8238898,-77.7131865,9.467
2887,254.1913858,-48.5346503,16.847
2888,265.0065870,17.4725256,12.974
2889,160.5252379,74.7079345,9.642
2890,238.1467520,-44.9766621,11.939
2891,60.4489716,15.6862431,14.269
2892,159.9719279,27.6042181,12.669
2893,278.6432387,27.7716448,12.578
2894,22.9710614,-78.2125836,15.234
2895,135.5238900,55.6298430,14.978
2896,185.1683319,-41.8466614,15.285
2897,5.4980204,-42.6316112,17.466
2898,31.2490333,-43.6466598,10.115
2899,46.8820036,7.8051468,11.598
2900,132.0678285,25.6938469,13.572
2901,60.7486494,-14.2963375,15.499
2902,1.9397764,73.7444583,11.125
2903,238.2973766,35.2687898,17.236
2904,200.8797908,14.4686497,11.343
2905,22.3355596,17.7226468,8.657
2906,275.7966042,-56.3116917,16.074
2907,141.0444034,-26.8332294,11.777
2908,90.8691829,-24.1973514,16.578
2909,323.6685638,42.9505430,17.242
2910,322.1111202,9.7057270,10.107
2911,109.4632017,10.1752096,13.021
2912,254.8337217,3.4291192,9.695
2913,272.8766271,8.7149044,17.870
2914,250.2238283,12.1526005,14.099
2915,62.7138960,-3.0284859,14.595
2916,165.9882021,41.3497091,15.331
2917,247.1787591,-3.8980099,11.520
2918,263.5132548,25.4311986,13.658
2919,221.9004867,-22.2304541,16.035
2920,270.7682895,76.6719160,12.794
2921,292.4620129,15.4529526,13.339
2922,309.9894264,65.2860957,11.899
2923,179.8995476,-11.7236119,17.991
2924,265.8001110,43.6899525,14.964
2925,322.3158402,76.6851472,8.846
2926,154.2474147,44.5746896,10.889
2927,98.6729194,60.0430726,14.277
2928,83.9475056,28.3564518,12.647
2929,205.6048658,13.2241698,16.840
2930,254.4892673,30.0994090,12.184
2931,131.2108178,36.2357296,16.480
2932,214.2788516,23.1370555,9.207
2933,338.9989943,50.3898865,17.986
2934,351.1579150,15.2528886,8.316
2935,62.1239558,51.4104056,11.848
2936,350.0663233,23.3110116,9.638
2937,37.3024159,23.2603428,15.647
2938,286.3679038,-27.1189790,10.584
2939,338.3499520,-80.7279796,16.356
2940,35.4864462,-53.0528125,10.607
2941,51.7149366,-26.3370236,14.289
2942,183.1730312,54.9826616,10.539
2943,203.7756941,28.3070898,8.414
2944,15.8352288,32.5472810,8.244
2945,191.9645063,4.2789371,8.066
2946,4.8560172,-22.4560400,15.683
2947,258.3715939,15.4310936,9.315
2948,261.8057667,-63.3583963,14.801
2949,337.4689393,-2.4412531,12.124
2950,183.3180579,15.6635296,9.453
2951,148.0052181,-55.2831236,15.823
2952,124.4760958,-22.5150513,10.708
2953,65.3306031,-9.8859144,11.546
2954,279.7965103,-24.8884962,10.675
2955,348.7506498,-19.9057426,9.964
2956,87.6589156,-14.2521537,14.114
2957,83.4367278,-84.4173721,16.709
2958,90.1616082,-43.9531096,13.328
2959,17.3969877,-55.0252913,15.347
2960,237.3356297,14.4349630,8.057
2961,17.1686637,-31.8414865,13.408
2962,198.1447459,-17.8585493,14.451
2963,156.8820023,-38.0790224,9.155
2964,356.0120310,16.2065969,16.084
2965,230.2168311,25.9174128,15.254
2966,230.6999125,-50.5274029,15.994
2967,255.2335423,24.7733669,13.314
2968,199.0291981,79.1054236,15.527
2969,75.4570708,-46.0227065,13.553
2970,279.9414158,-62.1005035,14.293
2971,107.1902105,52.6753162,10.691
2972,304.9824326,-2.1935173,10.062
2973,293.4896234,-2.3928127,10.694
2974,147.3486341,41.3637530,12.058
2975,191.4499490,-25.0418950,9.992
2976,223.1161566,62.5102648,17.597
2977,273.9044397,50.7738538,13.984
2978,135.9282760,30.1968021,10.626
2979,124.0173345,16.5661099,14.003
2980,282.6597973,75.9648585,15.124
2981,313.2316615,-11.6959407,8.954
2982,140.4229230,-7.2210194,10.198
2983,258.1757264,-24.0333033,10.674
2984,295.4545197,-14.8783585,12.849
2985,119.8627292,64.3848774,13.927
2986,313.2372959,-27.4176129,10.671
2987,157.8069996,-0.4914432,17.217
2988,79.0952609,9.7956357,14.288
2989,149.3475679,58.9744576,13.179
2990,169.8170199,-1.4738866,11.162
2991,199.0123606,-27.4643241,14.361
2992,189.1874269,-61.5057414,8.518
2993,99.1364198,0.5541574,15.575
2994,292.2136014,-47.1805606,15.361
2995,193.7259469,-20.3468978,11.062
2996,310.7441453,36.8110936,10.763
2997,342.2943130,16.5418722,15.129
2998,165.0888354,-25.8383475,10.712
2999,269.6478252,44.5515144,14.836
3000,304.8347992,-15.5802051,13.876
3001,9.8394526,15.2756530,15.744
3002,230.9858728,25.7161458,15.715
3003,241.1505071,-59.0298369,16.152
3004,68.1841981,22.1221186,14.728
3005,187.6790543,-8.6537000,14.830
3006,141.9510122,28.1919664,10.161
3007,23.6948349,20.5900292,14.355
3008,86.6679190,-60.5222357,9.794
3009,90.2955919,32.2675870,17.793
3010,211.1466286,39.6138867,9.877
3011,25.6846887,56.8509026,9.025
3012,201.0678160,1.2253685,16.183
3013,289.2132192,-59.0917475,17.305
3014,162.8278161,-33.9312939,9.208
3015,105.3018589,16.2143757,15.513
3016,278.4066617,-15.6810263,13.615
3017,54.1482314,-71.2274876,8.628
3018,320.2953186,34.4724176,11.081
3019,312.2345294,48.8877488,14.894
3020,148.1639864,-58.4434523,16.156
3021,114.8704844,-63.3457624,17.571
3022,7.2156284,20.7291888,17.608
3023,316.2165681,41.5334780,15.073
3024,154.1571303,-46.8806081,9.470
3025,296.3861853,-58.4351966,11.232
3026,249.6244506,-57.4556520,15.473
3027,359.2678386,31.7910281,14.200
3028,352.4327963,-28.6865500,12.565
3029,116.1006566,-46.6481813,10.144
3030,124.2890109,30.8772925,9.553
3031,243.9265547,53.6773636,16.659
3032,219.6846551,35.6382243,17.509
3033,317.6576957,52.1213665,13.571
3034,64.6024201,32.7196993,14.850
3035,187.0022183,-14.1584401,11.496
3036,295.7918258,-51.2634906,17.378
3037,255.1131482,5.9583752,13.055
3038,25.3749399,10.4346467,11.917
3039,53.1147735,2.4171993,8.684
3040,319.7442452,66.1743962,15.472
3041,29.1813877,40.2488151,12.204
3042,207.5142237,8.1450811,16.885
3043,21.9288422,20.7676698,9.276
3044,58.2067497,23.9223313,16.609
3045,304.5662953,37.2649166,13.451
3046,102.7980163,29.5433809,8.684
3047,214.1199559,-74.2947196,11.795
3048,293.9540004,5.3342795,10.553
3049,81.2074243,-39.1825886,12.765
3050,144.9214254,27.5332443,10.027
3051,51.0823987,24.7354854,14.708
3052,332.6635609,37.7443253,9.265
3053,7.6690702,-33.2981802,15.649
3054,320.8573773,-43.3807027,16.252
3055,65.1649965,-22.5591752,11.418
3056,106.1692920,-19.0989952,12.225
3057,168.2491845,41.3227516,9.592
3058,256.7470066,54.4685816,9.825
3059,320.5488235,-27.3718015,16.538
3060,66.1151439,29.8047371,9.244
3061,202.4281952,-31.8749632,12.275
3062,190.2430939,-0.6686687,17.217
3063,164.9662808,20.0933319,14.964
3064,296.2004055,-61.5775635,17.491
3065,91.0717719,81.5289115,8.897
3066,192.2852716,7.5907374,17.964
3067,214.7951199,-45.5407285,11.844
3068,38.0204733,28.0947822,12.088
3069,121.0522399,19.7497764,12.910
3070,64.2299416,-18.0010728,10.301
3071,168.7801536,-13.0119810,8.780
3072,258.1954067,55.3551410,9.256
3073,63.4633264,-44.7312394,11.594
3074,240.7393982,43.0654317,12.536
3075,335.2764223,-35.0020539,14.647
3076,259.2384072,0.8855452,17.649
3077,41.5366591,3.3996147,14.413
3078,10.3613141,62.9596145,11.884
3079,161.9667844,-38.0580183,13.015
3080,89.8175091,25.4924818,15.541
3081,29.0618836,54.4350408,17.240
3082,151.9774479,33.7786705,16.542
3083,150.8474525,41.5199825,12.187
3084,205.9003670,-45.8101459,15.188
3085,120.4742750,11.6442086,17.104
3086,249.1684623,45.4618145,16.877
3087,69.2451070,-44.2582651,8.953
3088,93.1856452,34.3023462,17.317
3089,34.9979496,39.8609983,16.033
3090,316.1129956,-78.6968773,14.066
3091,277.4319494,71.8801151,14.570
3092,221.8208423,-31.0526067,11.904
3093,304.0456033,-45.2608264,12.256
3094,44.0797649,-9.8034053,13.608
3095,148.3201344,51.9386503,15.873
3096,321.6454144,-5.5733174,15.079
3097,242.4026953,9.2087937,13.441
3098,184.9528631,-46.4029877,15.410
3099,170.4646128,48.4946646,15.143
3100,26.7327504,-2.7757870,14.294
3101,100.3838848,10.5993333,10.692
3102,214.2886105,32.6766403,14.526
3103,162.7468222,-26.2744699,9.929
3104,176.6895516,48.6179484,14.989
3105,219.7673377,48.8294949,14.041
3106,252.1421757,-35.5302986,11.838
3107,217.2200197,42.8135769,8.684
3108,90.8242237,-51.4356426,8.672
3109,116.6424883,26.5976359,10.308
3110,100.0642771,-18.1200435,15.785
3111,14.2942894,-6.7891784,12.826
3112,261.6092259,82.4371368,15.425
3113,316.2491497,40.7255573,8.187
3114,207.8408968,61.2116511,15.253
3115,250.1681009,-10.8188131,10.006
3116,8.0600328,27.3455453,16.149
3117,122.6873304,-20.3402697,8.623
3118,147.9209402,-70.5918942,10.469
3119,192.6611827,-46.5073791,15.992
3120,115.7398782,38.0871561,16.613
3121,285.3240896,11.2955590,13.648
3122,359.6326230,37.2357952,8.437
3123,100.0181195,-19.7012588,15.239
3124,335.0437692,-29.6111263,8.769
3125,287.2228092,-35.0809780,12.583
3126,336.0580226,-41.7908454,9.307
3127,316.7709064,-45.3807564,16.169
3128,83.8529063,65.6344152,10.888
3129,297.3830754,52.5855549,15.295
3130,54.4879339,-20.3219286,10.170
3131,163.9084383,-68.4651176,11.492
3132,230.5937935,42.4410331,15.553
3133,250.9508064,-70.6824429,11.186
3134,123.1800721,-34.0336597,12.317
3135,71.2965420,24.9912699,9.882
3136,288.8836503,53.0817366,8.595
3137,110.9991290,-11.9586858,15.063
3138,242.4484150,1.7690466,14.643
3139,175.2433311,-36.1161338,13.294
3140,292.9013526,-19.3387373,8.455
3141,352.6860228,1.6267931,14.760
3142,91.5422956,-49.6478261,9.390
3143,333.5379344,86.8429963,15.771
3144,182.3065007,18.4950887,13.454
3145,76.3196863,-33.2352320,9.643
3146,37.8950425,-0.7813428,12.404
3147,84.5367192,36.6636239,15.984
3148,123.6723917,21.9996156,17.838
3149,98.5224350,-18.4442863,16.882
3150,10.5385417,-33.4882411,17.574
3151,97.2719621,-30.6349974,14.320
3152,340.9573477,-32.0489444,10.942
3153,230.1983648,42.3174002,8.755
3154,320.1450276,-20.3274536,13.102
3155,237.7704816,38.4313619,8.484
3156,195.7135305,14.9723416,9.759
3157,226.3296735,27.1248041,16.887
3158,319.6977202,-9.6750101,13.899
3159,138.6870799,76.7172079,10.386
3160,95.0302666,-31.0212184,16.808
3161,32.2861503,-1.1059898,9.353
3162,151.6127539,24.3059538,17.592
3163,305.8323354,-12.1688090,17.082
3164,79.2209490,21.3694801,11.947
3165,139.8039327,7.5735105,9.102
3166,226.2731216,58.5064562,10.770
3167,274.1394287,-29.6870961,10.543
3168,94.7729838,55.1556550,12.320
3169,14.1776477,-16.4636733,12.392
3170,91.9919871,36.5934099,12.338
3171,184.3239284,-49.3197072,15.559
3172,274.2710155,-60.3913993,9.969
3173,52.0922979,-42.1686020,9.223
3174,269.9589800,17.4558547,12.408
3175,285.8710925,3.5105919,15.764
3176,258.4724003,-80.7054694,15.729
3177,221.5033029,-44.5938189,8.052
3178,77.5102205,15.5457298,12.336
3179,157.5626495,65.3991919,9.852
3180,188.0503591,5.9054989,13.112
3181,97.0559660,-52.6432766,17.438
3182,214.1622589,-34.2643191,16.853
3183,132.0716842,36.4249567,12.752
3184,65.1360070,-59.7598596,10.771
3185,250.5668352,41.0959779,13.774
3186,181.1068527,37.5364397,14.124
3187,116.0686443,-51.9674578,9.613
3188,315.8846490,-62.7054376,11.253
3189,7.3039318,-15.5475153,8.844
3190,25.8297934,-41.9454158,8.052
3191,104.8504030,-22.3160178,15.620
3192,168.1596295,20.7581070,10.927
3193,27.0468866,77.9904927,10.957
3194,207.4503797,23.3644316,15.992
3195,139.6759667,7.3374352,11.315
3196,8.6962889,53.4597071,15.283
3197,124.7000189,-16.6234362,13.691
3198,342.0420362,31.3766681,12.987
3199,184.1757036,-51.4675729,8.984
3200,139.4145384,-34.6680709,11.185
3201,38.6117728,-7.7988173,16.772
3202,128.1461224,-2.2510532,9.306
3203,61.9936227,29.8278769,9.838
3204,171.4636079,37.4990472,12.567
3205,29.7982194,-23.1469004,16.631
3206,143.2836009,-27.0875390,15.946
3207,176.1519306,-48.0690653,8.287
3208,358.6910624,8.0147449,17.676
3209,258.4169968,-42.2245447,8.835
3210,313.2712231,-25.1345974,14.480
3211,218.7004171,-20.5168419,14.387
3212,54.8810464,36.0862922,11.866
3213,129.7245359,-51.5981783,10.174
3214,83.9641145,-51.7292729,17.897
3215,338.9970320,6.9578163,17.898
3216,83.8583929,-47.9149194,13.067
3217,100.5718747,-30.0170774,11.439
3218,139.8242657,-73.4938043,8.324
3219,120.6457050,22.5932533,15.073
3220,326.7699171,-39.3123856,15.619
3221,114.3169304,-67.5203927,9.109
3222,325.4460819,32.2942642,14.713
3223,336.1894459,19.5902616,14.227
3224,151.3277317,-16.1202265,11.438
3225,26.5556912,-65.1773445,12.920
3226,227.6581952,31.4658486,14.151
3227,307.0756359,-43.1749231,15.235
3228,122.4216115,-3.2332944,17.982
3229,113.9860561,62.8718393,15.080
3230,246.1023358,-7.8810950,9.666
3231,18.1738510,-43.2976592,12.783
3232,107.6832436,36.8112781,17.598
3233,241.4555168,77.4999755,15.191
3234,249.6900739,-7.8938266,11.027
3235,161.2470841,31.9086800,12.218
3236,59.6195170,-45.7634101,17.073
3237,52.2119657,-5.5172452,8.720
3238,56.9311878,-13.6223963,8.156
3239,296.8929264,35.1379765,10.322
3240,177.9458917,16.6780765,9.902
3241,319.7710046,8.7094173,12.724
3242,140.9725162,22.9920056,9.957
3243,93.5337733,61.9444604,8.599
3244,220.2828730,26.5296535,10.108
3245,268.1945179,-11.8076728,16.317
3246,74.7031574,44.4990619,15.478
3247,5.2256607,-68.7687560,9.661
3248,262.4383363,32.7986081,11.863
3249,114.0943848,-46.4803137,8.715
3250,335.0106791,-36.8368441,12.880
3251,274.7646249,-27.2199918,14.258
3252,65.6018952,-40.2637566,17.476
3253,345.1367090,-11.6696035,15.679
3254,270.4683285,-5.9045782,13.803
3255,128.8029011,-48.9400443,12.329
3256,85.0894556,-30.7647200,10.393
3257,159.6245056,56.1897567,16.519
3258,191.1897990,-10.5614370,11.099
3259,226.8329497,17.2184438,9.551
3260,266.3066629,-37.7402538,14.194
3261,131.8814086,-50.1992255,15.044
3262,306.6065988,-50.0192679,8.765
3263,170.3789875,49.0603536,9.373
3264,217.1391827,8.9225649,14.240
3265,77.5540146,-4.7589792,15.155
3266,58.0926262,57.1013396,13.289
3267,246.1026877,41.4467582,10.535
3268,210.1708162,0.5536483,13.038
3269,255.5818733,18.9809331,17.827
3270,172.1052405,22.0654494,15.303
3271,345.4757269,27.4471446,17.596
3272,99.4241906,-68.6347567,8.425
3273,257.0620093,70.6616104,13.740
3274,349.7602016,29.4637473,10.177
3275,270.4590747,-13.1852884,9.752
3276,309.1606814,8.1933423,10.077
3277,113.2826081,-13.7355281,8.162
3278,191.7231371,-22.2566327,12.751
3279,85.1745247,-34.7843876,14.305
3280,185.1034842,-42.6557789,11.704
3281,85.0747335,-22.9399721,16.314
3282,66.1063202,-29.8455240,10.918
3283,223.2491555,55.6981897,10.296
3284,254.9957744,19.4934408,9.752
3285,352.0734613,-61.6257344,15.876
3286,215.8048180,1.0624130,13.054
3287,198.4719819,28.8982105,14.656
3288,71.6160534,27.4725885,14.714
3289,68.1181649,59.0571075,9.527
3290,339.4310516,-5.8035141,13.326
3291,99.8344382,-37.6525669,15.162
3292,43.8215022,-39.2588749,14.363
3293,118.3364214,-71.6507570,13.957
3294,329.7052143,-55.9038002,11.217
3295,80.7544663,45.3807377,10.919
3296,36.8240974,-11.5035848,16.621
3297,123.8798136,-34.1560362,11.862
3298,164.3677978,23.7880612,17.209
3299,265.9000451,-53.7186496,8.310
3300,328.9053545,-20.3346604,12.663
3301,132.2297778,26.3876312,17.615
3302,50.6402954,30.9767908,13.664
3303,300.6032026,25.2259409,16.192
3304,47.2918431,4.9024666,8.310
3305,93.7568004,14.0560379,8.311
3306,39.3773350,-1.5257412,8.089
3307,167.2267039,-64.6852780,12.592
3308,358.1223049,4.0122393,16.080
3309,77.0382614,-0.4653847,12.158
3310,343.5660084,-16.2665080,14.976
3311,235.4419066,-40.9389858,17.644
3312,347.4588483,16.8269502,10.312
3313,120.1152919,-51.2180690,13.450
3314,205.7440218,-36.9043097,14.681
3315,181.0061853,-74.9602766,12.822
3316,188.4300427,46.6044643,12.858
3317,214.1516985,15.9451266,15.650
3318,203.3604941,-53.8467799,13.321
3319,182.6711956,33.8774244,17.639
3320,292.6911181,16.0681265,11.418
3321,109.1190333,24.7260838,13.305
3322,281.2957281,17.1479636,9.649
3323,301.5934790,-68.2483662,14.890
3324,189.0324339,43.5738220,12.335
3325,297.7778827,-1.3089934,13.979
3326,341.3995059,-37.0954385,13.350
3327,158.0297878,31.3469229,9.242
3328,55.1721184,49.5210642,11.671
3329,226.2068461,9.6613593,9.116
3330,203.5141480,4.9682517,12.941
3331,298.0127287,-21.7584605,8.502
3332,105.3317894,-20.3098113,16.932
3333,228.6306900,-12.8912437,13.915
3334,158.6387655,-27.4526806,15.088
3335,292.0097990,42.4919447,17.502
3336,329.2849493,27.7601498,17.753
3337,278.3456183,13.8321741,9.210
3338,325.0138032,0.6966541,15.377
3339,342.8679125,54.7006507,14.117
3340,281.9995830,-50.1610797,9.734
3341,310.1989220,-32.6299772,14.536
3342,1.6821648,-3.8355026,17.994
3343,56.3840158,-62.0725761,8.902
3344,292.7198512,11.9766954,12.627
3345,185.6893414,-1.1106967,8.985
3346,267.7751309,-59.5082909,12.878
3347,185.0495902,-0.2356270,15.705
3348,344.9979574,12.9485412,9.846
3349,17.4768872,-39.3527082,17.822
3350,297.0957367,24.5361630,8.202
3351,115.5834666,83.1899921,12.231
3352,226.2846814,52.2221745,9.997
3353,105.6209656,-37.6176903,15.309
3354,132.4973999,10.9194948,12.273
3355,5.9745340,10.5500487,11.093
3356,12.8020311,0.5445077,16.119
3357,98.6493042,33.5001156,12.806
3358,281.0443933,21.0777650,11.270
3359,300.5125406,-33.5185899,14.944
3360,91.5133240,-16.1256036,8.120
3361,146.4511268,31.4754347,13.591
3362,16.2366793,-22.1671051,10.987
3363,91.7799133,-16.7400423,14.860
3364,235.7708628,28.5993750,13.876
3365,14.8834022,35.9790190,8.365
3366,44.5197741,10.4241426,14.316
3367,124.2919007,-61.9126154,9.858
3368,135.1439293,-0.2767786,16.524
3369,170.1888093,-36.9655654,13.277
3370,136.0442213,-5.1945275,12.870
3371,163.7538086,30.5765967,12.075
3372,80.4562718,-64.0258925,11.804
3373,323.0032748,50.9782577,8.373
3374,179.9046192,-67.2029411,8.172
3375,212.7127728,38.9723738,8.082
3376,163.1081121,-34.7881070,16.870
3377,170.3655974,-20.9066596,10.386
3378,164.2281392,-4.4158704,16.657
3379,0.1823692,-57.0604096,17.430
3380,14.1957318,-66.0807802,13.616
3381,50.5843437,44.6892465,10.269
3382,142.2047301,16.1406475,9.629
3383,204.4224809,-4.4211199,10.574
3384,250.1428091,63.9979466,10.943
3385,13.7664718,-33.9820941,12.055
3386,82.0801726,27.2455165,12.738
3387,98.4947190,64.9724933,12.013
3388,235.2006339,34.6770018,17.680
3389,229.4521979,24.9680937,11.185
3390,200.4170397,23.4876082,16.852
3391,44.9290286,3.6884492,9.717
3392,329.8334873,7.9389129,16.098
3393,116.9593269,14.1429596,9.518
3394,101.4929761,-51.2107513,16.130
3395,342.8907429,-61.7069672,15.331
3396,142.5911457,15.1538773,13.704
3397,308.4278607,-63.4335944,14.784
3398,273.3841751,-15.8716373,13.597
3399,70.0088411,-46.3201678,15.970
